uai;uo_lib;sigle;type_d_etablissement;secteur_d_etablissement;url;coordonnees;element_wikidata;rattachement;rattachement_identifiants;dernier_decret_legifrance;localisation;com_code;com_nom;uucr_id;uucr_nom;dep_id;dep_nom;aca_id;aca_nom;reg_id;reg_nom;mention_distribution;adresse_uai;lieu_dit_uai;boite_postale_uai;code_postal_uai;localite_acheminement_uai;pays_etranger_acheminement;numero_telephone_uai;siret;identifiant_eter;identifiant_freebase;statut_juridique_court;statut_juridique_long;qualification_court;qualification_long;compte_facebook;compte_twitter;compte_flickr;flux_rss;compte_linkedin;compte_pinterest;compte_france_culture;compte_scribd;compte_scoopit;compte_tumblr;compte_viadeo;compte_dailymotion;compte_vimeo;compte_youtube;compte_googleplus;autres;mooc;statut_operateur_lolf;libelle_mission_chef_de_file;identifiant_programme_lolf_chef_de_file;libelle_programme_lolf_chef_de_file;identifiants_autres_programmes_lolf;libelles_autres_programmes_lolf;association;association_identifiants
0601223D;Université de technologie de Compiègne;UTC;Instituts et écoles extérieurs aux universités;Public;http://www.utc.fr/;49.4155, 2.81944;http://www.wikidata.org/entity/Q622906;;;http://www.legifrance.gouv.fr/affichTexte.do?dateTexte=&categorieLien=id&cidTexte=JORFTEXT000000699822&fastPos=1&fastReqId=1104423477&oldAction=rechExpTexteJorf;Picardie>Oise>Compiègne;60159;Compiègne;UU60502;Compiègne;D060;Oise;A20;Amiens;R22;Picardie;;RUE ROGER COUTTOLENC;;60649;60206;COMPIEGNE CEDEX;;0344234423;19601223100011;FR0130;http://www.freebase.com/m/0bqb6r;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/pages/UTC-Universit%C3%A9-de-Technologie-de-Compi%C3%A8gne/86348219317;https://twitter.com/utc_compiegne;;http://www.utc.fr/rss/;https://www.linkedin.com/edu/school?id=12515&trk=tyah&trkInfo=tas%3Auniversit%E9%20tech%2Cidx%3A2-1-3;;;;;;;;;http://www.youtube.com/user/KomUTC;https://plus.google.com/+utccompiegne/about;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0101060Y;Université de technologie de Troyes;UTT;Instituts et écoles extérieurs aux universités;Public;http://www.utt.fr/;48.2697, 4.0725;http://www.wikidata.org/entity/Q1037208;;;http://www.legifrance.gouv.fr/affichTexte.do?dateTexte=&categorieLien=id&cidTexte=JORFTEXT000000731419&fastPos=1&fastReqId=116735684&oldAction=rechExpTexteJorf;Champagne-Ardenne>Aube>Troyes;10387;Troyes;UU10601;Troyes;D010;Aube;A19;Reims;R21;Champagne-Ardenne;;12 RUE MARIE CURIE;;2060;10010;TROYES CEDEX;;0325717600;19101060200032;FR0002;http://www.freebase.com/m/03cp9zt;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/UTTroyes;https://twitter.com/UTTroyes;;http://www.utt.fr/plugins/web/www/fr/filter/utt.news.rss/rss.xml;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0691774D;Université Claude Bernard - Lyon 1;;Université;Public;http://www.univ-lyon1.fr/;45.782, 4.86651;http://www.wikidata.org/entity/Q4032;;;;Rhône-Alpes>Lyon>Rhône>Villeurbanne;69266;Villeurbanne;UU00758;Lyon;D069;Rhône;A10;Lyon;R82;Rhône-Alpes;;43 BOULEVARD DU 11 NOVEMBRE 1918;;761;69622;VILLEURBANNE CEDEX;;0472448016;19691774400019;FR0157;http://www.freebase.com/m/0d3t_z;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/UnivLyon1;https://twitter.com/UnivLyon1;;http://feeds.feedburner.com/UnivLyon1;;http://www.pinterest.com/UnivLyon1/;;;;;;;;http://www.youtube.com/user/UnivLyon1;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
9840349G;Université de la Polynésie Française;UPF;Université;Public;http://www.upf.pf/;-17.576944, -149.609167;http://www.wikidata.org/entity/Q1695245;;;;Collectivités d'outre-mer>Polynésie Française>Punaauia;98738;Punaauia;TOM98738;Punaauia;D987;Polynésie Française;A41;Polynésie Française;R00;Collectivités d'outre-mer;;;PUNAAUIA;6570;98704;FAAA;;00689437448;;FR0286;http://www.freebase.com/m/04ch_r;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/univpf;https://twitter.com/universitepf;;http://www.upf.pf/spip.php?page=backend;http://www.linkedin.com/company/universit-de-la-polyn-sie-fran-aise;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0870669E;Université de Limoges;;Université;Public;http://www.unilim.fr/;45.8263, 1.25917;http://www.wikidata.org/entity/Q2661290;;;;Limousin>Haute-Vienne>Limoges;87085;Limoges;UU87601;Limoges;D087;Haute-Vienne;A22;Limoges;R74;Limousin;;33 RUE FRANCOIS MITTERAND;;23204;87032;LIMOGES CEDEX 01;;0555149154;19870669900321;FR0240;http://www.freebase.com/m/03c6bx2;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/unilim;https://twitter.com/unilim;;http://www.unilim.fr/spip.php?page=backend;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0440984F;Université de Nantes;;Université;Public;http://www.univ-nantes.fr/;47.2097, -1.55587;http://www.wikidata.org/entity/Q259388;;;;Pays de la Loire>Loire-Atlantique>Nantes;44109;Nantes;UU44701;Nantes;D044;Loire-Atlantique;A17;Nantes;R52;Pays de la Loire;;1 QUAI DE TOURVILLE;;13522;44035;NANTES CEDEX 1;;0240998383;19440984300019;FR0087;http://www.freebase.com/m/06qqv4;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/univnantes;https://twitter.com/UnivNantes;;http://www.univ-nantes.fr/74165974//fiche___pagelibre/&RH=INSTITUTIONNEL_FR;;;;;;;;;;http://www.youtube.com/user/UnivNantes;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0801344B;Université de Picardie Jules-Verne;UPJV;Université;Public;http://www.u-picardie.fr/;49.8743, 2.26417;http://www.wikidata.org/entity/Q947747;;;;Picardie>Somme>Amiens;80021;Amiens;UU80601;Amiens;D080;Somme;A20;Amiens;R22;Picardie;;CHEMIN DU THIL;;;80021;AMIENS CEDEX 1;;0322827272;19801344300017;FR0230;http://www.freebase.com/m/0dcxll;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/UPJV.8;https://twitter.com/upjv;;http://www.u-picardie.fr/adminsite/webservices/export_rss.jsp?SELECTION=3&TYPE_EVENEMENT=ACTU-UN1#NOMBRE=1;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0673021V;Université de Strasbourg;;Université;Public;http://www.unistra.fr/;48.579, 7.7663;http://www.wikidata.org/entity/Q157575;;;;Alsace>Bas-Rhin>Strasbourg;67482;Strasbourg;UU67701;Strasbourg;D067;Bas-Rhin;A15;Strasbourg;R42;Alsace;;4 RUE BLAISE PASCAL;;CS 90032;67081;STRASBOURG CEDEX;;0368850000;13000545700010;FR0149;http://www.freebase.com/m/035qv8;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/unistra;https://twitter.com/unistra;;;;;;;;;;;;;https://plus.google.com/+unistra/posts;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0311384L;Université de Toulouse 3 - Paul Sabatier;;Université;Public;http://www.univ-tlse3.fr/;43.5608, 1.46936;http://www.wikidata.org/entity/Q1273188;;;;Midi-Pyrénées>Haute-Garonne>Toulouse;31555;Toulouse;UU31701;Toulouse;D031;Haute-Garonne;A16;Toulouse;R73;Midi-Pyrénées;;118 ROUTE DE NARBONNE;;;31062;TOULOUSE CEDEX;;0561556611;19311384200010;FR0040;http://www.freebase.com/m/03cpf40;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/ut3paulsabatier;https://twitter.com/UT3PaulSabatier;;http://www.univ-tlse3.fr/1416629//fiche___pagelibre/&RH=ACCUEIL;http://www.linkedin.com/groups?home=&gid=62742&trk=anet_ug_hm;http://www.pinterest.com/univtoulouse3/;http://plus.franceculture.fr/partenaires/toulouse-iii-paul-sabatier;;;;;;;https://www.youtube.com/user/PoleCommunicationUPS?ob=&feature=results_main;https://plus.google.com/13399976387287921/posts;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0593279U;Université de Valenciennes et du Hainaut-Cambrésis;;Université;Public;http://www.univ-valenciennes.fr/;50.3267, 3.51141;http://www.wikidata.org/entity/Q1548539;;;;Nord-Pas-de-Calais>Nord>Aulnoy-lez-Valenciennes;59032;Aulnoy-lez-Valenciennes;UU59701;Valenciennes;D059;Nord;A09;Lille;R31;Nord-Pas-de-Calais;;;LE MONT HOUY;;59300;AULNOY LEZ VALENCIENNES;;0327511234;19593279300019;FR0122;http://www.freebase.com/m/03c6bqw;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/univ.valenciennes.page.officielle;;;http://www.univ-valenciennes.fr/rss.xml;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0781944P;Université de Versailles Saint-Quentin-en-Yvelines;;Université;Public;http://www.uvsq.fr/;48.7996, 2.1417;http://www.wikidata.org/entity/Q186638;;;;Île-de-France>Versailles>Yvelines>Versailles;78646;Versailles;UU00851;Paris;D078;Yvelines;A25;Versailles;R11;Île-de-France;;55 AVENUE DE PARIS;;;78035;VERSAILLES CEDEX;;0139257800;19781944400013;FR0229;http://www.freebase.com/m/03cm9mq;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/UVSQ.78?ref=ts;https://twitter.com/uvsq;;;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0911975C;Université d'Évry-Val d'Essonne;;Université;Public;http://www.univ-evry.fr/;48.6249, 2.42643;http://www.wikidata.org/entity/Q1531014;;;;Île-de-France>Versailles>Essonne>Évry;91228;Évry;UU00851;Paris;D091;Essonne;A25;Versailles;R11;Île-de-France;;BOULEVARD FRANCOIS MITTERRAND;;;91025;EVRY CEDEX;;0169477000;19911975100014;FR0249;http://www.freebase.com/m/0dwqmj;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/pages/Universit%C3%A9-dEvry-Val-dEssonne/3922258983;https://twitter.com/UnivEvry;;http://www.univ-evry.fr/modules/rss/fr/new/rss.xml?rubriques[]=l_universite&rubriques[]=l_universite%2Fpresentation_generale2&rubriques[]=l_universite%2Fpresentation_generale&rubriques[]=l_universite%2Forganisation_et_services&rubriques[]=l_universite%2Fc;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0421095M;Université Jean Monnet;;Université;Public;http://portail.univ-st-etienne.fr/;45.4249, 4.39294;http://www.wikidata.org/entity/Q623154;;;;Rhône-Alpes>Lyon>Loire>Saint-Étienne;42218;Saint-Étienne;UU00753;Saint-Étienne;D042;Loire;A10;Lyon;R82;Rhône-Alpes;MAISON DE L'UNIVERSITÉ;10 RUE TREFILERIE;;;42023;ST ETIENNE CEDEX 2;;0477421700;19421095100423;FR0082;http://www.freebase.com/m/03c6c2r;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/Universite.Jean.Monnet.Saint.Etienne;https://twitter.com/Univ_St_Etienne;;;;;;;;;http://fr.viadeo.com/fr/profile/angela.sequeira1;;;https://www.youtube.com/user/UniJeanMonnetUJM;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0593561A;Université Lille 3 - Charles-de-Gaulle;;Université;Public;http://www.univ-lille3.fr/;50.6293, 3.12601;http://www.wikidata.org/entity/Q1141586;;;;Nord-Pas-de-Calais>Nord>Villeneuve-d'Ascq;59009;Villeneuve-d'Ascq;UU59702;Lille;D059;Nord;A09;Lille;R31;Nord-Pas-de-Calais;;RUE DU BARREAU;DOMAINE PONT DE BOIS;60149;59653;VILLENEUVE D ASCQ CEDEX;;0320416000;19593561400014;FR0125;http://www.freebase.com/m/027n971;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/Universite.Lille3;https://twitter.com/Lille3;;;;;http://www.pinterest.com/lille3/;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0931827F;Université Paris 8 - Vincennes - Saint-Denis;;Université;Public;http://www.univ-paris8.fr/;48.946, 2.36213;http://www.wikidata.org/entity/Q1194988;;;;Île-de-France>Créteil>Seine-Saint-Denis>Saint-Denis;93066;Saint-Denis;UU00851;Paris;D093;Seine-Saint-Denis;A24;Créteil;R11;Île-de-France;;2 RUE DE LA LIBERTE;;;93526;ST DENIS CEDEX;;0149406789;19931827000014;FR0263;http://www.freebase.com/m/059241;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/Paris8;https://twitter.com/UnivParis8;;http://www.univ-paris8.fr/?page=backend;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0751720M;Université Paris-Sorbonne;;Université;Public;http://www.paris-sorbonne.fr/;48.8483, 2.34281;http://www.wikidata.org/entity/Q546118;;;;Île-de-France>Paris>Paris>Paris 5e;75105;Paris 5e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;;1 RUE VICTOR COUSIN;;;75230;PARIS CEDEX 05;;0140462211;19751720400016;FR0177;http://www.freebase.com/m/09yzy_;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/Universite.Paris.Sorbonne;https://twitter.com/Paris_Sorbonne;;;;;;;;;;;;https://www.youtube.com/user/UnivParisSorbonne4;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0350937D;Université Rennes 2;;Université;Public;http://www.univ-rennes2.fr/;48.1216, -1.70435;http://www.wikidata.org/entity/Q459026;;;;Bretagne>Ille-et-Vilaine>Rennes;35238;Rennes;UU35701;Rennes;D035;Ille-et-Vilaine;A14;Rennes;R53;Bretagne;CAMPUS DE VILLEJEAN;PLACE DU RECTEUR LE MOAL;;;35043;RENNES CEDEX;;0299141000;19350937900015;FR0063;http://www.freebase.com/m/03cp9kq;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/UnivRennes2;https://twitter.com/Univ_Rennes2;;http://www.univ-rennes2.fr/rss.xml;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0952198Y;Institut polytechnique Grand Paris;IPGP;Communauté d'universités et établissements;Public;http://ipgrandparis.fr/fr;49.0354842, 2.0697085;http://www.wikidata.org/entity/Q2982997;;;http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030001815&dateTexte=&categorieLien=id;Île-de-France>Versailles>Val-d'Oise>Cergy;95127;Cergy;UU00851;Paris;D095;Val-d'Oise;A25;Versailles;R11;Île-de-France;;AVENUE DU PARC;;;95011;CERGY PONTOISE CEDEX;;;13001795700023;;;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;;;;;;;;;;;;;;;;;;Non_Opérateur_LOLF_2014;;150;;;;;
0062126D;Université Côte d'Azur;UCA;Communauté d'universités et établissements;Public;;43.7167, 7.26827;http://www.wikidata.org/entity/Q19370961;;;http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030295451;Provence-Alpes-Côte d'Azur>Nice>Alpes-Maritimes>Nice;06088;Nice;UU06701;Nice;D006;Alpes-Maritimes;A23;Nice;R93;Provence-Alpes-Côte d'Azur;;28 AVENUE VALROSE;GRAND CHATEAU;2135;06103;NICE CEDEX 2;;;;;;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;;;;;;;;;;;;;;;;;;Non_Opérateur_LOLF_2014;;150;;;;;
0755574B;Sorbonne Universités;;Communauté d'universités et établissements;Public;http://www.sorbonne-universites.fr/;48.844946, 2.344847;http://www.wikidata.org/entity/Q3491150;;;http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030717304;Île-de-France>Paris>Paris>Paris 5e;75105;Paris 5e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;;26, RUE DES FOSSÉS SAINT-JACQUES;;;75005;PARIS;;0156810840;;;;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/pages/Sorbonne-Universites/589497197782829?ref=hl;https://twitter.com/SUniversites;;;;;;;;;;;;https://www.youtube.com/channel/UC5mqV0ohUelZNNFrU7XsGiA;;;;Non_Opérateur_LOLF_2014;;150;;;;;
0142382N;Normandie Université;;Communauté d'universités et établissements;Public;http://www.normandie-univ.fr/;49.1905, -0.364403;http://www.wikidata.org/entity/Q3343880;;;http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030001652&dateTexte=&categorieLien=id;Basse-Normandie>Calvados>Caen;14118;Caen;UU14601;Caen;D014;Calvados;A05;Caen;R25;Basse-Normandie;;ESPLANADE DE LA PAIX;;5186;14032;CAEN CEDEX 5;;;;;;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/NormandieUniversite;https://twitter.com/normandieuniv;;;;;;;;;;;;;;;;Non_Opérateur_LOLF_2014;;150;;;;;
0333178A;Communauté d'universités et établissements d'Aquitaine;;Communauté d'universités et établissements;Public;http://www.cue-aquitaine.fr/;44.8249, -0.577753;http://www.wikidata.org/entity/Q13344;;;http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030348150&dateTexte=&categorieLien=id;Aquitaine>Gironde>Bordeaux;33063;Bordeaux;UU33701;Bordeaux;D033;Gironde;A04;Bordeaux;R72;Aquitaine;;166 COURS DE L ARGONNE;;;33000;BORDEAUX;;0556338080;;;;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;;https://twitter.com/univbordeaux;;;;;;;;;;;;;;;;Non_Opérateur_LOLF_2014;;150;;;;;
0755581J;Hautes Études-Sorbonne-Arts et Métiers;HESAM;Communauté d'universités et établissements;Public;http://www.hesam.eu/;48.8469, 2.34213;http://www.wikidata.org/entity/Q3128622;;;http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000031107612;Île-de-France>Paris>Paris>Paris 5e;75105;Paris 5e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;;15 RUE SOUFLOT;;;75005;PARIS;;;;;;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/pages/Communaut%C3%A9-d%C3%A9tablissements-hesam-universit%C3%A9/270351753047070;https://twitter.com/heSam_Univ;;;;;http://www.scoop.it/t/revue-de-presse-by-pres-hesam;;;;https://www.youtube.com/user/PREShesam;;https://soundcloud.com/hesam_univ/;https://plus.google.com/117366250033065348787/posts;;;;Non_Opérateur_LOLF_2014;;150;;;;;
0590344D;Institut catholique de Lille;ICL;Autre établissement;Privé;http://www.univ-catholille.fr/;50.632609, 3.046519;http://www.wikidata.org/entity/Q1477551;;;http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=91459&cbo=1;Nord-Pas-de-Calais>Nord>Lille;59350;Lille;UU59702;Lille;D059;Nord;A09;Lille;R31;Nord-Pas-de-Calais;;60 BOULEVARD VAUBAN;;109;59016;LILLE CEDEX;;0320134000;77562424000013;FR0118;;Association;Association;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;https://www.facebook.com/UniversiteCatholiqueDeLille;https://twitter.com/UnivCatholille;;;;;;;http://www.scoop.it/t/universite-catholique-de-lille;;;;;https://www.youtube.com/user/uclcommunication;https://plus.google.com/+Univ-catholilleFr;;;Non_Opérateur_LOLF_2014;;;;;;;
0593202K;Institut d'économie scientifique et de gestion;Ieseg;Autre établissement;Privé;http://www.ieseg.fr/;50.635423, 3.045179;http://www.wikidata.org/entity/Q3156522;;;http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=91459&cbo=1;Nord-Pas-de-Calais>Nord>Lille;59350;Lille;UU59702;Lille;D059;Nord;A09;Lille;R31;Nord-Pas-de-Calais;;3 RUE DE LA DIGUE;;;59800;LILLE;;0320545892;78370705200032;;;Association;Association;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;https://www.facebook.com/pages/IESEG-School-of-Management/358733860458;https://twitter.com/IESEG;;;;;;;;;;;;https://www.youtube.com/user/iesegchannel;https://plus.google.com/114411456536224055951;;;Non_Opérateur_LOLF_2014;;;;;;;
0932066R;École nationale supérieure Louis Lumière;ENSLL;Autre établissement;Public;http://www.ens-louis-lumiere.fr/;48.8417, 2.57294;http://www.wikidata.org/entity/Q273466;;;;Île-de-France>Créteil>Seine-Saint-Denis>Noisy-le-Grand;93051;Noisy-le-Grand;UU00851;Paris;D093;Seine-Saint-Denis;A24;Créteil;R11;Île-de-France;;ALLEE DU PROMONTOIRE;;22;93161;NOISY LE GRAND CEDEX;;0148154010;19750661100023;;http://www.freebase.com/m/04dyw6l;EPA;Établissement public à caractère administratif;;;https://www.facebook.com/pages/Ecole-nationale-sup%C3%A9rieure-Louis-Lumi%C3%A8re/149297845167063;https://twitter.com/ENSLouisLumiere;;;;;;;;;;;;https://www.youtube.com/user/EcoleLouisLumiere#p/a;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0352440M;École normale supérieure de Rennes;ENS Rennes;École normale supérieure;Public;http://www.ens-rennes.fr/;48.0452, -1.74277;http://www.wikidata.org/entity/Q2852691;;;;Bretagne>Ille-et-Vilaine>Bruz;35047;Bruz;UU35701;Rennes;D035;Ille-et-Vilaine;A14;Rennes;R53;Bretagne;;AVENUE ROBERT SCHUMAN;CAMPUS DE KER LANN;;35170;BRUZ;;0299059300;;;;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/ENSRennes;https://twitter.com/ENSRennes;;http://www.ens-rennes.fr/fils-rss-de-l-ens-rennes-31711.kjsp?RH=KERLANN_FR&RF=7168792525774333;https://www.linkedin.com/edu/school?id=43488&trk=edu-ca-head-title;;;;;;http://fr.viadeo.com/fr/company/ecole-normale-superieure-de-rennes;;;https://www.youtube.com/user/ENSRennes;https://plus.google.com/102652063937286843849/posts;http://www.studizz.fr/ecole-specialisee/ecole-normale-superieure-rennes/?from=ecole-normale-superieure-rennes;;Opérateurs MIRES 2014;;;;;;;
0340112M;École nationale supérieure de chimie de Montpellier;ENS Chimie Montpellier;Écoles nationales supérieures d'ingénieurs;Public;http://www.enscm.fr/;43.6209, 3.86828;http://www.wikidata.org/entity/Q948420;Université de Montpellier;0342321N;;Languedoc-Roussillon>Hérault>Montpellier;34172;Montpellier;UU34701;Montpellier;D034;Hérault;A11;Montpellier;R91;Languedoc-Roussillon;;8 RUE DE L'ECOLE NORMALE;;;34296;MONTPELLIER CEDEX 5;;0467144300;19340112200018;FR0051;http://www.freebase.com/m/08mxsn;EPA;Établissement public à caractère administratif;;;;https://twitter.com/enscmchimiemtp;;;;;;;;;;;;;;http://www.enscm.fr/web-tv.html;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0753375L;École nationale supérieure de chimie de Paris;ENS Chimie de Paris;Écoles nationales supérieures d'ingénieurs;Public;https://www.chimie-paristech.fr/;48.8445, 2.34397;http://www.wikidata.org/entity/Q2963665;Université Pierre et Marie Curie;0751722P;;Île-de-France>Paris>Paris>Paris 5e;75105;Paris 5e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;;11 RUE PIERRE ET MARIE CURIE;;;75231;PARIS CEDEX 05;;0144273821;19753375500017;FR0186;http://www.freebase.com/m/03y961h;EPA;Établissement public à caractère administratif;;;;https://twitter.com/ChimieParisTech;;;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0912266U;École nationale supérieure d'informatique pour l'industrie et l'entreprise;ENSIIE;Écoles nationales supérieures d'ingénieurs;Public;http://www.ensiie.fr/;48.6262, 2.43202;http://www.wikidata.org/entity/Q3578204;Université d'Évry-Val d'Essonne;0911975C;;Île-de-France>Versailles>Essonne>Évry;91228;Évry;UU00851;Paris;D091;Essonne;A25;Versailles;R11;Île-de-France;;1 SQUARE DE LA RESISTANCE;;;91025;EVRY CEDEX;;0169367320;13000214000015;FR0251;http://www.freebase.com/m/057wrc;EPA;Établissement public à caractère administratif;;;https://www.facebook.com/ENSIIE.91.68;https://twitter.com/ensiie;;;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0753486G;École pratique des hautes études;EPHE;Grand établissement;Public;http://www.ephe.fr/;48.8587, 2.32933;http://www.wikidata.org/entity/Q273631;;;;Île-de-France>Paris>Paris>Paris 14e;75114;Paris 14e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;;4 RUE FERRUS;;;75014;PARIS;;0153636120;19753486000105;FR0196;http://www.freebase.com/m/03ww6s;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;;;;http://www.ephe.fr/component/option,com_ninjarsssyndicator/feed_id,1/format,raw/;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0753428U;Institut de physique du globe;IPG;Grand établissement;Public;http://www.ipgp.fr/;48.8466, 2.35448;http://www.wikidata.org/entity/Q3152060;;;;Île-de-France>Paris>Paris>Paris 5e;75105;Paris 5e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;;4 PLACE JUSSIEU;;;75252;PARIS CEDEX 05;;0144273612;19753428200011;FR0187;http://www.freebase.com/m/03hwn5;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;;;;http://www.ipgp.fr/fr/rss.xml;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
